blackforge_id,source_ref,title,pipeline_stage,stage_primary,functional_category,functional_category_primary,domain_scope,domain_primary,execution_scope,execution_scope_v2,tier,activation_tier,audit_score,quality_score_v2,review_status,change_reason,tier_relaxation_reason
BF-CYB-L600-1676,L600-1676,Lente de copia divergente,CARTOGRAFIAR,CARTOGRAFIAR,trust_identity_access,trust_identity_access,hybrid,cybersecurity,conceptual_only,defensive_design,extended,core,66,53,approved_auto,domain_reclassified;execution_hardened;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-M800-0171,M800-0171,Bibliotecas aplicadas a datos,DIVERGIR,DIVERGIR,data_privacy_provenance,data_privacy_provenance,hybrid,cybersecurity,defensive_design,defensive_design,extended,core,63,53,approved_auto,domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-M800-0345,M800-0345,Arquitectura fractal,DIVERGIR,DIVERGIR,architecture_topology,architecture_topology,hybrid,cybersecurity,defensive_design,defensive_design,extended,core,61,53,approved_auto,domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-M800-0551,M800-0551,IA federada,DIVERGIR,DIVERGIR,data_privacy_provenance,agents_ai_devtools,developer_tools,developer_tools,defensive_design,defensive_design,core,core,66,53,approved_auto,category_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-S800-0292,S800-0292,Arquitectura de percolación,DIVERGIR,DIVERGIR,failure_resilience,architecture_topology,hybrid,cybersecurity,defensive_design,defensive_design,extended,core,65,53,approved_auto,category_reclassified;domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-M800-0004,M800-0004,Invertir la propiedad,ROMPER,ROMPER,trust_identity_access,trust_identity_access,hybrid,cybersecurity,defensive_design,defensive_design,extended,core,73,53,approved_auto,domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-M800-0040,M800-0040,Auditoría de axiomas,EVALUAR,ROMPER,evidence_verification,evidence_verification,hybrid,cybersecurity,local_analysis,defensive_design,extended,core,65,53,approved_auto,stage_reclassified;domain_reclassified;execution_hardened;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-L600-1141,L600-1141,Lente de mantenibilidad,CARTOGRAFIAR,CARTOGRAFIAR,failure_resilience,failure_resilience,hybrid,cybersecurity,conceptual_only,conceptual_only,extended,core,60,52,approved_auto,domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-M800-0682,M800-0682,Cambiar la unidad de valor,DIVERGIR,DELIMITAR,trust_identity_access,decision_risk,cybersecurity,cybersecurity,defensive_design,defensive_design,extended,core,66,52,approved_auto,stage_reclassified;category_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-M800-0034,M800-0034,Supuesto de permanencia,ROMPER,ROMPER,data_privacy_provenance,trust_identity_access,cybersecurity,cybersecurity,defensive_design,defensive_design,extended,core,70,52,approved_auto,category_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0220,R1000-0220,Topología gravitatoria,ROMPER,ROMPER,agents_ai_devtools,architecture_topology,hybrid,cybersecurity,defensive_design,defensive_design,extended,core,61,52,approved_auto,category_reclassified;domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0221,R1000-0221,Topología antigravitatoria,ROMPER,ROMPER,agents_ai_devtools,architecture_topology,hybrid,cybersecurity,defensive_design,defensive_design,extended,core,61,52,approved_auto,category_reclassified;domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-L600-1696,L600-1696,Lente de cyberpunk inverso,CARTOGRAFIAR,CARTOGRAFIAR,trust_identity_access,trust_identity_access,cybersecurity,cybersecurity,conceptual_only,defensive_design,extended,core,61,51,approved_auto,execution_hardened;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-M800-0059,M800-0059,Solo decisiones reversibles,DIVERGIR,DELIMITAR,decision_risk,decision_risk,hybrid,cybersecurity,defensive_design,defensive_design,extended,core,61,51,approved_auto,stage_reclassified;domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-M800-0392,M800-0392,Reputación específica,DIVERGIR,DESCOMPONER,trust_identity_access,governance_incentives,cybersecurity,cybersecurity,defensive_design,defensive_design,extended,core,71,51,approved_auto,stage_reclassified;category_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0367,R1000-0367,Interfaz social,DESCOMPONER,DESCOMPONER,trust_identity_access,architecture_topology,cybersecurity,cybersecurity,defensive_design,defensive_design,extended,core,66,51,approved_auto,category_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-M800-0547,M800-0547,Memoria limitada,DIVERGIR,DIVERGIR,agents_ai_devtools,agents_ai_devtools,developer_tools,developer_tools,defensive_design,defensive_design,core,core,71,51,approved_auto,causal_axis_added;integration_contract_added,
BF-CYB-M800-0599,M800-0599,Escenario de anonimato,DIVERGIR,DIVERGIR,data_privacy_provenance,decision_risk,cybersecurity,cybersecurity,defensive_design,defensive_design,extended,core,71,51,approved_auto,category_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0213,S800-0213,Interfaces degeneradas,DIVERGIR,DIVERGIR,failure_resilience,architecture_topology,hybrid,cybersecurity,defensive_design,defensive_design,extended,core,65,51,approved_auto,category_reclassified;domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0354,S800-0354,Reloj de consenso,DIVERGIR,DIVERGIR,agents_ai_devtools,causal_state_transitions,hybrid,cybersecurity,defensive_design,defensive_design,extended,core,65,51,approved_auto,category_reclassified;domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0355,S800-0355,Reloj de permiso,DIVERGIR,DIVERGIR,trust_identity_access,causal_state_transitions,cybersecurity,cybersecurity,defensive_design,defensive_design,extended,core,70,51,approved_auto,category_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0385,S800-0385,Historia sin identidad,DIVERGIR,DIVERGIR,trust_identity_access,causal_state_transitions,cybersecurity,cybersecurity,defensive_design,defensive_design,extended,core,70,51,approved_auto,category_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0448,S800-0448,Consenso por lotería ponderada,DIVERGIR,DIVERGIR,evidence_verification,governance_incentives,hybrid,cybersecurity,defensive_design,defensive_design,extended,core,65,51,approved_auto,category_reclassified;domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-1000,S800-1000,Trasplante de restauración,DIVERGIR,DIVERGIR,trust_identity_access,cross_domain_transfer,cybersecurity,cybersecurity,defensive_design,defensive_design,extended,core,68,51,approved_auto,category_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0208,R1000-0208,Esclusas progresivas,ROMPER,ROMPER,trust_identity_access,architecture_topology,cybersecurity,cybersecurity,defensive_design,defensive_design,extended,core,66,51,approved_auto,category_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-M800-0312,M800-0312,Tolerancia al dato corrupto,DIVERGIR,ATACAR,failure_resilience,failure_resilience,hybrid,cybersecurity,defensive_design,defensive_design,core,core,65,50,approved_auto,stage_reclassified;domain_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-L600-1144,L600-1144,Lente de diagnosticabilidad,CARTOGRAFIAR,CARTOGRAFIAR,failure_resilience,failure_resilience,developer_tools,cybersecurity,conceptual_only,conceptual_only,extended,core,65,50,approved_auto,domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-L600-1148,L600-1148,Lente de mantenimiento correctivo,CARTOGRAFIAR,CARTOGRAFIAR,failure_resilience,failure_resilience,developer_tools,cybersecurity,conceptual_only,conceptual_only,extended,core,65,50,approved_auto,domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-L600-1674,L600-1674,Lente de identidad por continuidad,CARTOGRAFIAR,CARTOGRAFIAR,trust_identity_access,trust_identity_access,cybersecurity,cybersecurity,conceptual_only,defensive_design,extended,core,61,50,approved_auto,execution_hardened;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-M800-0306,M800-0306,Recuperación automática,DESCOMPONER,DESCOMPONER,failure_resilience,failure_resilience,developer_tools,cybersecurity,defensive_design,defensive_design,core,core,74,50,approved_auto,domain_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0883,R1000-0883,Analogía arquitectónica,DIVERGIR,DIVERGIR,trust_identity_access,cross_domain_transfer,cybersecurity,cybersecurity,defensive_design,defensive_design,extended,core,68,50,approved_auto,category_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0282,S800-0282,Arquitectura migratoria,DIVERGIR,DIVERGIR,trust_identity_access,architecture_topology,cybersecurity,cybersecurity,defensive_design,defensive_design,extended,core,66,50,approved_auto,category_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0707,S800-0707,Agente con memoria degradable,EVOLUCIONAR,EVOLUCIONAR,agents_ai_devtools,agents_ai_devtools,developer_tools,developer_tools,defensive_design,defensive_design,extended,core,75,50,approved_auto,tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-M800-0657,M800-0657,Resiliencia mediante fragilidad local,ROMPER,ROMPER,failure_resilience,failure_resilience,hybrid,cybersecurity,defensive_design,defensive_design,extended,core,71,50,approved_auto,domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0245,R1000-0245,Datos con genealogía,ROMPER,ROMPER,data_privacy_provenance,data_privacy_provenance,hybrid,cybersecurity,defensive_design,defensive_design,extended,core,61,50,approved_auto,domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-M800-0123,M800-0123,Proveedor asegurador,DIVERGIR,DELIMITAR,decision_risk,decision_risk,hybrid,cybersecurity,defensive_design,defensive_design,extended,core,61,49,approved_auto,stage_reclassified;domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-M800-0164,M800-0164,Seguros aplicados a producto,DIVERGIR,DELIMITAR,decision_risk,decision_risk,hybrid,cybersecurity,defensive_design,defensive_design,extended,core,63,49,approved_auto,stage_reclassified;domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-M800-0478,M800-0478,Autonomía guiada,DIVERGIR,DELIMITAR,agents_ai_devtools,decision_risk,hybrid,cybersecurity,defensive_design,defensive_design,extended,core,61,49,approved_auto,stage_reclassified;category_reclassified;domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-M800-0714,M800-0714,Reputación multidimensional,DIVERGIR,DESCOMPONER,trust_identity_access,governance_incentives,cybersecurity,cybersecurity,defensive_design,defensive_design,extended,core,66,49,approved_auto,stage_reclassified;category_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0699,R1000-0699,Memoria por consenso,DESCOMPONER,DESCOMPONER,data_privacy_provenance,agents_ai_devtools,developer_tools,cybersecurity,defensive_design,defensive_design,extended,core,71,49,approved_auto,category_reclassified;domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-M800-0082,M800-0082,Precompromiso,DIVERGIR,DIVERGIR,decision_risk,decision_risk,hybrid,cybersecurity,defensive_design,defensive_design,extended,core,61,49,approved_auto,domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-M800-0316,M800-0316,Resiliencia temporal,DIVERGIR,DIVERGIR,failure_resilience,failure_resilience,hybrid,cybersecurity,defensive_design,defensive_design,core,core,65,49,approved_auto,domain_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-M800-0550,M800-0550,IA local,DIVERGIR,DIVERGIR,data_privacy_provenance,agents_ai_devtools,developer_tools,developer_tools,defensive_design,defensive_design,core,core,66,49,approved_auto,category_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0887,R1000-0887,Analogía económica,DIVERGIR,DIVERGIR,agents_ai_devtools,cross_domain_transfer,hybrid,cybersecurity,defensive_design,defensive_design,extended,core,63,49,approved_auto,category_reclassified;domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0893,R1000-0893,Analogía cuántica controlada,DIVERGIR,DIVERGIR,agents_ai_devtools,cross_domain_transfer,hybrid,cybersecurity,defensive_design,defensive_design,extended,core,63,49,approved_auto,category_reclassified;domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0328,S800-0328,Cascada de sospecha,DIVERGIR,DIVERGIR,data_privacy_provenance,causal_state_transitions,cybersecurity,cybersecurity,defensive_design,defensive_design,extended,core,70,49,approved_auto,category_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0041,R1000-0041,Eliminar consenso,ROMPER,ROMPER,governance_incentives,governance_incentives,hybrid,cybersecurity,defensive_design,defensive_design,extended,core,65,49,approved_auto,domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0668,R1000-0668,Algoritmo de consenso parcial,ROMPER,ROMPER,agents_ai_devtools,agents_ai_devtools,developer_tools,cybersecurity,defensive_design,defensive_design,extended,core,66,49,approved_auto,domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-M800-0163,M800-0163,Logística aplicada a información,DIVERGIR,CARTOGRAFIAR,data_privacy_provenance,cross_domain_transfer,hybrid,cybersecurity,defensive_design,defensive_design,extended,core,63,48,approved_auto,stage_reclassified;category_reclassified;domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0881,R1000-0881,Analogía teatral,DIVERGIR,DIVERGIR,agents_ai_devtools,cross_domain_transfer,hybrid,cybersecurity,defensive_design,defensive_design,extended,core,63,47,approved_auto,category_reclassified;domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0884,R1000-0884,Analogía militar defensiva,DIVERGIR,DIVERGIR,agents_ai_devtools,cross_domain_transfer,hybrid,cybersecurity,defensive_design,defensive_design,extended,core,63,47,approved_auto,category_reclassified;domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0890,R1000-0890,Analogía culinaria,DIVERGIR,DIVERGIR,agents_ai_devtools,cross_domain_transfer,hybrid,cybersecurity,defensive_design,defensive_design,extended,core,63,47,approved_auto,category_reclassified;domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-M800-0563,M800-0563,Segmentación,DIVERGIR,DELIMITAR,architecture_topology,architecture_topology,cybersecurity,cybersecurity,sandbox_required,sandbox_required,core,core,71,65,approved_with_guardrails,stage_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-M800-0292,M800-0292,Ataque al tiempo,ATACAR,ATACAR,adversarial_threat,adversarial_threat,cybersecurity,cybersecurity,sandbox_required,sandbox_required,core,core,71,64,approved_with_guardrails,causal_axis_added;integration_contract_added,
BF-CYB-M800-0298,M800-0298,Ataque de abandono,ATACAR,ATACAR,adversarial_threat,adversarial_threat,cybersecurity,cybersecurity,sandbox_required,sandbox_required,core,core,71,64,approved_with_guardrails,causal_axis_added;integration_contract_added,
BF-CYB-M800-0300,M800-0300,Ataque de ambigüedad,ATACAR,ATACAR,adversarial_threat,adversarial_threat,cybersecurity,cybersecurity,sandbox_required,sandbox_required,core,core,71,64,approved_with_guardrails,causal_axis_added;integration_contract_added,
BF-CYB-M800-0290,M800-0290,Ataque al flujo,ATACAR,ATACAR,adversarial_threat,adversarial_threat,hybrid,cybersecurity,sandbox_required,sandbox_required,core,core,76,62,approved_with_guardrails,domain_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-M800-0293,M800-0293,Ataque a la dependencia,ATACAR,ATACAR,adversarial_threat,adversarial_threat,hybrid,cybersecurity,sandbox_required,sandbox_required,core,core,76,62,approved_with_guardrails,domain_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-M800-0294,M800-0294,Ataque reputacional,ATACAR,ATACAR,adversarial_threat,adversarial_threat,cybersecurity,cybersecurity,sandbox_required,sandbox_required,core,core,71,62,approved_with_guardrails,causal_axis_added;integration_contract_added,
BF-CYB-S800-0844,S800-0844,Fuzzing de evidencia,ATACAR,ATACAR,data_privacy_provenance,experimentation_benchmarks,hybrid,cybersecurity,sandbox_required,sandbox_required,core,core,92,62,approved_with_guardrails,category_reclassified;domain_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-S800-0840,S800-0840,Fuzzing de estados,ATACAR,ATACAR,evidence_verification,experimentation_benchmarks,hybrid,cybersecurity,sandbox_required,sandbox_required,core,core,88,61,approved_with_guardrails,category_reclassified;domain_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-S800-0842,S800-0842,Fuzzing de permisos,ATACAR,ATACAR,trust_identity_access,experimentation_benchmarks,hybrid,cybersecurity,sandbox_required,sandbox_required,core,core,88,61,approved_with_guardrails,category_reclassified;domain_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-S800-0846,S800-0846,Fuzzing de consenso,ATACAR,ATACAR,evidence_verification,experimentation_benchmarks,hybrid,cybersecurity,sandbox_required,sandbox_required,core,core,83,61,approved_with_guardrails,category_reclassified;domain_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-S800-0841,S800-0841,Fuzzing de transiciones,ATACAR,DESCOMPONER,evidence_verification,experimentation_benchmarks,hybrid,cybersecurity,sandbox_required,sandbox_required,core,core,93,61,approved_with_guardrails,stage_reclassified;category_reclassified;domain_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-M800-0289,M800-0289,Ataque al dato,ATACAR,ATACAR,adversarial_threat,adversarial_threat,cybersecurity,cybersecurity,sandbox_required,sandbox_required,core,core,71,60,approved_with_guardrails,causal_axis_added;integration_contract_added,
BF-CYB-R1000-0793,R1000-0793,Ataque de dependencia,ATACAR,ATACAR,adversarial_threat,adversarial_threat,hybrid,cybersecurity,sandbox_required,sandbox_required,core,core,81,60,approved_with_guardrails,domain_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0798,R1000-0798,Ataque de observación,ATACAR,ATACAR,adversarial_threat,adversarial_threat,cybersecurity,cybersecurity,sandbox_required,sandbox_required,core,core,76,60,approved_with_guardrails,causal_axis_added;integration_contract_added,
BF-CYB-S800-0847,S800-0847,Fuzzing de recuperación,ATACAR,ATACAR,evidence_verification,experimentation_benchmarks,hybrid,cybersecurity,sandbox_required,sandbox_required,core,core,92,60,approved_with_guardrails,category_reclassified;domain_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-S800-0848,S800-0848,Fuzzing de observabilidad,ATACAR,ATACAR,evidence_verification,experimentation_benchmarks,hybrid,cybersecurity,sandbox_required,sandbox_required,core,core,87,60,approved_with_guardrails,category_reclassified;domain_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0844,R1000-0844,Métrica de cobertura adversarial,ATACAR,EVALUAR,adversarial_threat,adversarial_threat,cybersecurity,cybersecurity,sandbox_required,sandbox_required,extended,core,71,60,approved_with_guardrails,stage_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0799,R1000-0799,Ataque interno autorizado,ATACAR,ATACAR,trust_identity_access,adversarial_threat,cybersecurity,cybersecurity,sandbox_required,sandbox_required,core,core,84,59,approved_with_guardrails,category_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0800,R1000-0800,Ataque contrafactual,ATACAR,ATACAR,adversarial_threat,adversarial_threat,cybersecurity,cybersecurity,sandbox_required,sandbox_required,core,core,80,59,approved_with_guardrails,causal_axis_added;integration_contract_added,
BF-CYB-S800-0843,S800-0843,Fuzzing de políticas,ATACAR,ATACAR,evidence_verification,experimentation_benchmarks,hybrid,cybersecurity,sandbox_required,sandbox_required,core,core,83,59,approved_with_guardrails,category_reclassified;domain_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0795,R1000-0795,Ataque reputacional,ATACAR,ATACAR,trust_identity_access,adversarial_threat,cybersecurity,cybersecurity,sandbox_required,sandbox_required,core,core,81,58,approved_with_guardrails,category_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0797,R1000-0797,Ataque de agotamiento,ATACAR,ATACAR,adversarial_threat,adversarial_threat,cybersecurity,cybersecurity,sandbox_required,sandbox_required,core,core,76,58,approved_with_guardrails,causal_axis_added;integration_contract_added,
BF-CYB-S800-0350,S800-0350,Tiempo de gracia adversarial,ATACAR,ATACAR,adversarial_threat,adversarial_threat,cybersecurity,cybersecurity,sandbox_required,sandbox_required,extended,core,75,58,approved_with_guardrails,tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0845,S800-0845,Fuzzing de tiempo,ATACAR,ATACAR,evidence_verification,experimentation_benchmarks,hybrid,cybersecurity,sandbox_required,sandbox_required,core,core,83,58,approved_with_guardrails,category_reclassified;domain_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-S800-0849,S800-0849,Fuzzing semántico profundo,ATACAR,ATACAR,evidence_verification,experimentation_benchmarks,hybrid,cybersecurity,sandbox_required,sandbox_required,core,core,83,58,approved_with_guardrails,category_reclassified;domain_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-L600-1520,L600-1520,Lente de revocación inmediata,CARTOGRAFIAR,CARTOGRAFIAR,governance_incentives,trust_identity_access,hybrid,cybersecurity,conceptual_only,sandbox_required,core,core,56,57,approved_with_guardrails,category_reclassified;domain_reclassified;execution_hardened;causal_axis_added;integration_contract_added,
BF-CYB-S800-0810,S800-0810,Experimento de inmunidad,ATACAR,MATERIALIZAR,evidence_verification,experimentation_benchmarks,hybrid,cybersecurity,sandbox_required,sandbox_required,core,core,87,57,approved_with_guardrails,stage_reclassified;category_reclassified;domain_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0792,R1000-0792,Ataque de interfaz,ATACAR,ATACAR,adversarial_threat,adversarial_threat,cybersecurity,cybersecurity,sandbox_required,sandbox_required,core,core,76,56,approved_with_guardrails,causal_axis_added;integration_contract_added,
BF-CYB-L600-1315,L600-1315,Lente de intrusión salina,CARTOGRAFIAR,CARTOGRAFIAR,agents_ai_devtools,adversarial_threat,cybersecurity,cybersecurity,sandbox_required,sandbox_required,extended,core,61,56,approved_with_guardrails,category_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-L600-1528,L600-1528,Lente de l-diversidad,DIVERGIR,CARTOGRAFIAR,data_privacy_provenance,novelty_diversity,cybersecurity,cybersecurity,conceptual_only,conceptual_only,core,extended,63,50,manual_review_recommended,stage_reclassified;category_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-L600-1508,L600-1508,Lente de SBOM,CARTOGRAFIAR,CARTOGRAFIAR,supply_chain_build,supply_chain_build,hybrid,cybersecurity,conceptual_only,conceptual_only,core,extended,66,49,manual_review_recommended,domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0633,S800-0633,Cultura de desacuerdo seguro,DIVERGIR,DIVERGIR,human_factors,human_factors,hybrid,cybersecurity,defensive_design,defensive_design,extended,extended,61,47,approved_auto,domain_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-S800-0639,S800-0639,Cultura de reparación pública,EVOLUCIONAR,EVOLUCIONAR,failure_resilience,human_factors,hybrid,cybersecurity,defensive_design,defensive_design,extended,extended,65,47,approved_auto,category_reclassified;domain_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-S800-0852,S800-0852,Mutación de excepciones,MATERIALIZAR,EVOLUCIONAR,evidence_verification,novelty_diversity,developer_tools,cybersecurity,local_analysis,defensive_design,core,extended,80,46,approved_auto,stage_reclassified;category_reclassified;domain_reclassified;execution_hardened;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0853,S800-0853,Mutación de umbrales,MATERIALIZAR,EVOLUCIONAR,evidence_verification,novelty_diversity,developer_tools,cybersecurity,local_analysis,defensive_design,core,extended,80,46,approved_auto,stage_reclassified;category_reclassified;domain_reclassified;execution_hardened;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0854,S800-0854,Mutación de unidades,MATERIALIZAR,EVOLUCIONAR,evidence_verification,novelty_diversity,developer_tools,cybersecurity,local_analysis,defensive_design,core,extended,80,46,approved_auto,stage_reclassified;category_reclassified;domain_reclassified;execution_hardened;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0855,S800-0855,Mutación de cardinalidad,MATERIALIZAR,EVOLUCIONAR,evidence_verification,novelty_diversity,developer_tools,cybersecurity,local_analysis,defensive_design,core,extended,80,46,approved_auto,stage_reclassified;category_reclassified;domain_reclassified;execution_hardened;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-M800-0578,M800-0578,Control de salida,DIVERGIR,DIVERGIR,general_innovation,general_innovation,cybersecurity,cybersecurity,defensive_design,defensive_design,core,extended,66,63,manual_review_recommended,tier_recalibrated;causal_axis_added;integration_contract_added;tier_boundary_relaxed,second_pass_boundary_promotion:research_to_extended
BF-CYB-L600-1548,L600-1548,Lente de análisis dinámico,CARTOGRAFIAR,CARTOGRAFIAR,general_innovation,general_innovation,developer_tools,cybersecurity,conceptual_only,conceptual_only,core,extended,61,61,manual_review_recommended,domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added;tier_boundary_relaxed,second_pass_boundary_promotion:research_to_extended
BF-CYB-M800-0568,M800-0568,Registro encadenado,DIVERGIR,DIVERGIR,general_innovation,general_innovation,cybersecurity,cybersecurity,defensive_design,defensive_design,core,extended,66,61,manual_review_recommended,tier_recalibrated;causal_axis_added;integration_contract_added;tier_boundary_relaxed,second_pass_boundary_promotion:research_to_extended
BF-CYB-S800-0273,S800-0273,Arquitectura metamórfica,DIVERGIR,EVALUAR,trust_identity_access,architecture_topology,cybersecurity,cybersecurity,defensive_design,defensive_design,extended,extended,70,57,approved_auto,stage_reclassified;category_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-M800-0348,M800-0348,Doble núcleo,EVALUAR,EVALUAR,evidence_verification,architecture_topology,hybrid,cybersecurity,local_analysis,local_analysis,extended,extended,65,56,approved_auto,category_reclassified;domain_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0232,R1000-0232,Verificación local,EVALUAR,EVALUAR,trust_identity_access,evidence_verification,hybrid,cybersecurity,local_analysis,local_analysis,core,extended,79,56,approved_auto,category_reclassified;domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0424,R1000-0424,Verificación mínima suficiente,EVALUAR,EVALUAR,trust_identity_access,evidence_verification,hybrid,cybersecurity,local_analysis,local_analysis,core,extended,79,56,approved_auto,category_reclassified;domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0820,S800-0820,Prueba de propiedad mutada,MATERIALIZAR,EVALUAR,evidence_verification,evidence_verification,developer_tools,cybersecurity,local_analysis,local_analysis,core,extended,78,56,approved_auto,stage_reclassified;domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0822,S800-0822,Prueba de propiedad rival,MATERIALIZAR,EVALUAR,evidence_verification,evidence_verification,developer_tools,cybersecurity,local_analysis,local_analysis,core,extended,78,56,approved_auto,stage_reclassified;domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0823,S800-0823,Prueba de propiedad local,MATERIALIZAR,EVALUAR,evidence_verification,evidence_verification,developer_tools,cybersecurity,local_analysis,local_analysis,core,extended,78,56,approved_auto,stage_reclassified;domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
